Strain : Tensile strain (Extension) gauge length,"100.00000",mm

Time,Extension,Load
(s),(mm),(N)
"425.93000","-0.98998","-0.00565"
"426.03000","-0.98998","-0.00567"
"426.13000","-0.98998","-0.00579"
"426.23000","-0.98998","-0.00577"
"426.33000","-0.98998","-0.00571"
"426.43000","-0.98998","-0.00557"
"426.53000","-0.98998","-0.00573"
"426.63000","-0.98998","-0.00575"
"426.73000","-0.98998","-0.00572"
"426.83000","-0.98998","-0.00564"
"426.93000","-0.98998","-0.00558"
"427.03000","-0.98998","-0.00564"
"427.13000","-0.98998","-0.00563"
"427.23000","-0.98998","-0.00567"
"427.33000","-0.98998","-0.00571"
"427.43000","-0.98998","-0.00568"
"427.53000","-0.98998","-0.00570"
"427.63000","-0.98998","-0.00559"
"427.73000","-0.98998","-0.00572"
"427.83000","-0.98998","-0.00563"
"427.93000","-0.98998","-0.00569"
"428.03000","-0.98998","-0.00577"
"428.13000","-0.98998","-0.00571"
"428.23000","-0.98998","-0.00562"
"428.33000","-0.98998","-0.00557"
"428.43000","-0.98998","-0.00569"
"428.53000","-0.98998","-0.00579"
"428.63000","-0.98998","-0.00580"
"428.73000","-0.98998","-0.00566"
"428.83000","-0.98998","-0.00564"
"428.93000","-0.98998","-0.00563"
"429.03000","-0.98998","-0.00570"
"429.13000","-0.98998","-0.00572"
"429.23000","-0.98998","-0.00565"
"429.33000","-0.98998","-0.00562"
"429.43000","-0.98998","-0.00573"
"429.53000","-0.98998","-0.00566"
"429.63000","-0.98998","-0.00560"
"429.73000","-0.98998","-0.00560"
"429.83000","-0.98998","-0.00562"
"429.93000","-0.98998","-0.00571"
"430.03000","-0.98998","-0.00571"
"430.13000","-0.98998","-0.00560"
"430.23000","-0.98998","-0.00556"
"430.33000","-0.98998","-0.00559"
"430.43000","-0.98998","-0.00565"
"430.53000","-0.98998","-0.00571"
"430.63000","-0.98998","-0.00567"
"430.73000","-0.98998","-0.00545"
"430.83000","-0.98998","-0.00566"
"430.93000","-0.98998","-0.00554"
"431.03000","-0.98998","-0.00554"
"431.13000","-0.98998","-0.00549"
"431.23000","-0.98998","-0.00569"
"431.33000","-0.98998","-0.00562"
"431.43000","-0.98998","-0.00575"
"431.53000","-0.98998","-0.00554"
"431.63000","-0.98998","-0.00547"
"431.73000","-0.98998","-0.00557"
"431.83000","-0.98998","-0.00555"
"431.93000","-0.98998","-0.00569"
"432.03000","-0.98998","-0.00558"
"432.13000","-0.98998","-0.00566"
"432.23000","-0.98998","-0.00561"
"432.33000","-0.98998","-0.00563"
"432.43000","-0.98998","-0.00561"
"432.53000","-0.98998","-0.00566"
"432.63000","-0.98998","-0.00567"
"432.73000","-0.98998","-0.00556"
"432.83000","-0.98998","-0.00565"
"432.93000","-0.98998","-0.00553"
"433.03000","-0.98998","-0.00557"
"433.13000","-0.98998","-0.00554"
"433.23000","-0.98998","-0.00573"
"433.33000","-0.98998","-0.00568"
"433.43000","-0.98998","-0.00567"
"433.53000","-0.98998","-0.00561"
"433.63000","-0.98998","-0.00546"
"433.73000","-0.98998","-0.00559"
"433.83000","-0.98998","-0.00568"
"433.93000","-0.98998","-0.00565"
"434.03000","-0.98998","-0.00552"
"434.13000","-0.98998","-0.00563"
"434.23000","-0.98998","-0.00568"
"434.33000","-0.98998","-0.00560"
"434.43000","-0.98998","-0.00565"
"434.53000","-0.98998","-0.00555"
"434.63000","-0.98998","-0.00576"
"434.73000","-0.98998","-0.00563"
"434.83000","-0.98998","-0.00559"
"434.93000","-0.98998","-0.00547"
"435.03000","-0.98998","-0.00559"
"435.13000","-0.98998","-0.00570"
"435.23000","-0.98998","-0.00575"
"435.33000","-0.98998","-0.00563"
"435.43000","-0.98998","-0.00560"
"435.53000","-0.98998","-0.00554"
"435.63000","-0.98998","-0.00557"
"435.73000","-0.98998","-0.00566"
"435.83000","-0.98998","-0.00563"
"435.93000","-0.98998","-0.00564"
"436.03000","-0.98998","-0.00569"
"436.13000","-0.98998","-0.00561"
"436.23000","-0.98998","-0.00564"
"436.33000","-0.98998","-0.00561"
"436.43000","-0.98998","-0.00560"
"436.53000","-0.98998","-0.00556"
"436.63000","-0.98998","-0.00568"
"436.73000","-0.98998","-0.00558"
"436.83000","-0.98998","-0.00558"
"436.93000","-0.98998","-0.00556"
"437.03000","-0.98998","-0.00557"
"437.13000","-0.98998","-0.00555"
"437.23000","-0.98998","-0.00547"
"437.33000","-0.98998","-0.00556"
"437.43000","-0.98998","-0.00553"
"437.53000","-0.98998","-0.00564"
"437.63000","-0.98998","-0.00554"
"437.73000","-0.98998","-0.00557"
"437.83000","-0.98998","-0.00560"
"437.93000","-0.98998","-0.00554"
"438.03000","-0.98998","-0.00560"
"438.13000","-0.98998","-0.00543"
"438.23000","-0.98998","-0.00560"
"438.33000","-0.98998","-0.00541"
"438.43000","-0.98998","-0.00566"
"438.53000","-0.98998","-0.00557"
"438.63000","-0.98998","-0.00555"
"438.73000","-0.98998","-0.00558"
"438.83000","-0.98998","-0.00550"
"438.93000","-0.98998","-0.00559"
"439.03000","-0.98998","-0.00549"
"439.13000","-0.98998","-0.00565"
"439.23000","-0.98998","-0.00556"
"439.33000","-0.98998","-0.00564"
"439.43000","-0.98998","-0.00558"
"439.53000","-0.98998","-0.00555"
"439.63000","-0.98998","-0.00556"
"439.73000","-0.98998","-0.00555"
"439.83000","-0.98998","-0.00572"
"439.93000","-0.98998","-0.00563"
"440.03000","-0.98998","-0.00564"
"440.13000","-0.98998","-0.00546"
"440.23000","-0.98998","-0.00564"
"440.33000","-0.98998","-0.00572"
"440.43000","-0.98998","-0.00571"
"440.53000","-0.98998","-0.00564"
"440.63000","-0.98998","-0.00564"
"440.73000","-0.98998","-0.00555"
"440.83000","-0.98998","-0.00560"
"440.93000","-0.98998","-0.00561"
"441.03000","-0.98998","-0.00566"
"441.13000","-0.98998","-0.00568"
"441.23000","-0.98998","-0.00566"
"441.33000","-0.98998","-0.00552"
"441.43000","-0.98998","-0.00563"
"441.53000","-0.98998","-0.00558"
"441.63000","-0.98998","-0.00559"
"441.73000","-0.98998","-0.00565"
"441.83000","-0.98998","-0.00568"
"441.93000","-0.98998","-0.00569"
"442.03000","-0.98998","-0.00548"
"442.13000","-0.98998","-0.00548"
"442.23000","-0.98998","-0.00554"
"442.33000","-0.98998","-0.00556"
"442.43000","-0.98998","-0.00549"
"442.53000","-0.98998","-0.00546"
"442.63000","-0.98998","-0.00549"
"442.73000","-0.98998","-0.00552"
"442.83000","-0.98998","-0.00550"
"442.93000","-0.98998","-0.00544"
"443.03000","-0.98998","-0.00548"
"443.13000","-0.98998","-0.00562"
"443.23000","-0.98998","-0.00557"
"443.33000","-0.98998","-0.00546"
"443.43000","-0.98998","-0.00542"
"443.53000","-0.98998","-0.00550"
"443.63000","-0.98998","-0.00555"
"443.73000","-0.98998","-0.00562"
"443.83000","-0.98998","-0.00556"
"443.93000","-0.98998","-0.00545"
"444.03000","-0.98998","-0.00559"
"444.13000","-0.98998","-0.00549"
"444.23000","-0.98998","-0.00561"
"444.33000","-0.98998","-0.00544"
"444.43000","-0.98998","-0.00553"
"444.53000","-0.98998","-0.00555"
"444.63000","-0.98998","-0.00554"
"444.73000","-0.98998","-0.00546"
"444.83000","-0.98998","-0.00540"
"444.93000","-0.98998","-0.00546"
"445.03000","-0.98998","-0.00559"
"445.13000","-0.98998","-0.00555"
"445.23000","-0.98998","-0.00556"
"445.33000","-0.98998","-0.00552"
"445.43000","-0.98998","-0.00555"
"445.53000","-0.98998","-0.00549"
"445.63000","-0.98998","-0.00546"
"445.73000","-0.98998","-0.00553"
"445.83000","-0.98998","-0.00549"
"445.93000","-0.98998","-0.00552"
"446.03000","-0.98998","-0.00551"
"446.13000","-0.98998","-0.00545"
"446.23000","-0.98998","-0.00545"
"446.33000","-0.98998","-0.00548"
"446.43000","-0.98998","-0.00551"
"446.53000","-0.98998","-0.00557"
"446.63000","-0.98998","-0.00557"
"446.73000","-0.98998","-0.00551"
"446.83000","-0.98998","-0.00556"
"446.93000","-0.98998","-0.00560"
"447.03000","-0.98998","-0.00555"
"447.13000","-0.98998","-0.00556"
"447.23000","-0.98998","-0.00551"
"447.33000","-0.98998","-0.00553"
"447.43000","-0.98998","-0.00554"
"447.53000","-0.98998","-0.00555"
"447.63000","-0.98998","-0.00543"
"447.73000","-0.98998","-0.00547"
"447.83000","-0.98998","-0.00567"
"447.93000","-0.98998","-0.00560"
"448.03000","-0.98998","-0.00559"
"448.13000","-0.98998","-0.00541"
"448.23000","-0.98998","-0.00555"
"448.33000","-0.98998","-0.00556"
"448.43000","-0.98998","-0.00556"
"448.53000","-0.98998","-0.00563"
"448.63000","-0.98998","-0.00536"
"448.73000","-0.98998","-0.00550"
"448.83000","-0.98998","-0.00544"
"448.93000","-0.98998","-0.00551"
"449.03000","-0.98998","-0.00534"
"449.13000","-0.98998","-0.00554"
"449.23000","-0.98998","-0.00544"
"449.33000","-0.98998","-0.00553"
"449.43000","-0.98998","-0.00541"
"449.53000","-0.98998","-0.00538"
"449.63000","-0.98998","-0.00548"
"449.73000","-0.98998","-0.00542"
"449.83000","-0.98998","-0.00550"
"449.93000","-0.98998","-0.00535"
"450.03000","-0.98998","-0.00545"
"450.13000","-0.98998","-0.00538"
"450.23000","-0.98998","-0.00546"
"450.33000","-0.98998","-0.00559"
"450.43000","-0.98998","-0.00543"
"450.53000","-0.98998","-0.00540"
"450.63000","-0.98998","-0.00536"
"450.73000","-0.98998","-0.00547"
"450.83000","-0.98998","-0.00553"
"450.93000","-0.98998","-0.00544"
"451.03000","-0.98998","-0.00551"
"451.13000","-0.98998","-0.00555"
"451.23000","-0.98998","-0.00560"
"451.33000","-0.98998","-0.00543"
"451.43000","-0.98998","-0.00538"
"451.53000","-0.98998","-0.00542"
"451.63000","-0.98998","-0.00552"
"451.73000","-0.98998","-0.00545"
"451.83000","-0.98998","-0.00542"
"451.93000","-0.98998","-0.00551"
"452.03000","-0.98998","-0.00539"
"452.13000","-0.98998","-0.00549"
"452.23000","-0.98998","-0.00548"
"452.33000","-0.98998","-0.00545"
"452.43000","-0.98998","-0.00549"
"452.53000","-0.98998","-0.00543"
"452.63000","-0.98998","-0.00546"
"452.73000","-0.98998","-0.00538"
"452.83000","-0.98998","-0.00541"
"452.93000","-0.98998","-0.00540"
"453.03000","-0.98998","-0.00546"
"453.13000","-0.98998","-0.00556"
"453.23000","-0.98998","-0.00531"
"453.33000","-0.98998","-0.00536"
"453.43000","-0.98998","-0.00537"
"453.53000","-0.98998","-0.00545"
"453.63000","-0.98998","-0.00549"
"453.73000","-0.98998","-0.00533"
"453.83000","-0.98998","-0.00542"
"453.93000","-0.98998","-0.00535"
"454.03000","-0.98998","-0.00544"
"454.13000","-0.98998","-0.00535"
"454.23000","-0.98998","-0.00541"
"454.33000","-0.98998","-0.00544"
"454.43000","-0.98998","-0.00549"
"454.53000","-0.98998","-0.00543"
"454.63000","-0.98998","-0.00543"
"454.73000","-0.98998","-0.00539"
"454.83000","-0.98998","-0.00541"
"454.93000","-0.98998","-0.00547"
"455.03000","-0.98998","-0.00546"
"455.13000","-0.98998","-0.00544"
"455.23000","-0.98998","-0.00546"
"455.33000","-0.98998","-0.00530"
"455.43000","-0.98998","-0.00540"
"455.53000","-0.98998","-0.00540"
"455.63000","-0.98998","-0.00539"
"455.73000","-0.98998","-0.00535"
"455.83000","-0.98998","-0.00551"
"455.93000","-0.98998","-0.00540"
"456.03000","-0.98998","-0.00538"
"456.13000","-0.98998","-0.00539"
"456.23000","-0.98998","-0.00547"
"456.33000","-0.98998","-0.00549"
"456.43000","-0.98998","-0.00551"
"456.53000","-0.98998","-0.00530"
"456.63000","-0.98998","-0.00530"
"456.73000","-0.98998","-0.00536"
"456.83000","-0.98998","-0.00542"
"456.93000","-0.98998","-0.00543"
"457.03000","-0.98998","-0.00539"
"457.13000","-0.98998","-0.00542"
"457.23000","-0.98998","-0.00537"
"457.33000","-0.98998","-0.00536"
"457.43000","-0.98998","-0.00533"
"457.53000","-0.98998","-0.00546"
"457.63000","-0.98998","-0.00537"
"457.73000","-0.98998","-0.00546"
"457.83000","-0.98998","-0.00546"
"457.93000","-0.98998","-0.00537"
"458.03000","-0.98998","-0.00538"
"458.13000","-0.98998","-0.00536"
"458.23000","-0.98998","-0.00550"
"458.33000","-0.98998","-0.00553"
"458.43000","-0.98998","-0.00543"
"458.53000","-0.98998","-0.00535"
"458.63000","-0.98998","-0.00536"
"458.73000","-0.98998","-0.00539"
"458.83000","-0.98998","-0.00537"
"458.93000","-0.98998","-0.00544"
"459.03000","-0.98998","-0.00540"
"459.13000","-0.98998","-0.00549"
"459.23000","-0.98998","-0.00538"
"459.33000","-0.98998","-0.00540"
"459.43000","-0.98998","-0.00549"
"459.53000","-0.98998","-0.00530"
"459.63000","-0.98998","-0.00553"
"459.73000","-0.98998","-0.00542"
"459.83000","-0.98998","-0.00544"
"459.93000","-0.98998","-0.00530"
"460.03000","-0.98998","-0.00530"
"460.13000","-0.98998","-0.00545"
"460.23000","-0.98998","-0.00537"
"460.33000","-0.98998","-0.00544"
"460.43000","-0.98998","-0.00526"
"460.53000","-0.98998","-0.00540"
"460.63000","-0.98998","-0.00530"
"460.73000","-0.98998","-0.00532"
"460.83000","-0.98998","-0.00539"
"460.93000","-0.98998","-0.00529"
"461.03000","-0.98998","-0.00544"
"461.13000","-0.98998","-0.00534"
"461.23000","-0.98998","-0.00527"
"461.33000","-0.98998","-0.00525"
"461.43000","-0.98998","-0.00529"
"461.53000","-0.98998","-0.00539"
"461.63000","-0.98998","-0.00537"
"461.73000","-0.98998","-0.00537"
"461.83000","-0.98998","-0.00527"
"461.93000","-0.98998","-0.00527"
"462.03000","-0.98998","-0.00537"
"462.13000","-0.98998","-0.00541"
"462.23000","-0.98998","-0.00533"
"462.33000","-0.98998","-0.00528"
"462.43000","-0.98998","-0.00530"
"462.53000","-0.98998","-0.00541"
"462.63000","-0.98998","-0.00529"
"462.73000","-0.98998","-0.00535"
"462.83000","-0.98998","-0.00528"
"462.93000","-0.98998","-0.00539"
"463.03000","-0.98998","-0.00533"
"463.13000","-0.98998","-0.00535"
"463.23000","-0.98998","-0.00529"
"463.33000","-0.98998","-0.00525"
"463.43000","-0.98998","-0.00542"
"463.53000","-0.98998","-0.00539"
"463.63000","-0.98998","-0.00531"
"463.73000","-0.98998","-0.00524"
"463.83000","-0.98998","-0.00526"
"463.93000","-0.98998","-0.00532"
"464.03000","-0.98998","-0.00542"
"464.13000","-0.98998","-0.00545"
"464.23000","-0.98998","-0.00531"
"464.33000","-0.98998","-0.00537"
"464.43000","-0.98998","-0.00528"
"464.53000","-0.98998","-0.00529"
"464.63000","-0.98998","-0.00517"
"464.73000","-0.98998","-0.00525"
"464.83000","-0.98998","-0.00527"
"464.93000","-0.98998","-0.00543"
"465.03000","-0.98998","-0.00532"
"465.13000","-0.98998","-0.00524"
"465.23000","-0.98998","-0.00532"
"465.33000","-0.98998","-0.00529"
"465.43000","-0.98998","-0.00535"
"465.53000","-0.98998","-0.00532"
"465.63000","-0.98998","-0.00534"
"465.73000","-0.98998","-0.00526"
"465.83000","-0.98998","-0.00526"
"465.93000","-0.98998","-0.00534"
"466.03000","-0.98998","-0.00535"
"466.13000","-0.98998","-0.00536"
"466.23000","-0.98998","-0.00532"
"466.33000","-0.98998","-0.00542"
"466.43000","-0.98998","-0.00527"
"466.53000","-0.98998","-0.00525"
"466.63000","-0.98998","-0.00531"
"466.73000","-0.98998","-0.00531"
"466.83000","-0.98998","-0.00534"
"466.93000","-0.98998","-0.00532"
"467.03000","-0.98998","-0.00526"
"467.13000","-0.98998","-0.00527"
"467.23000","-0.98998","-0.00533"
"467.33000","-0.98998","-0.00528"
"467.43000","-0.98998","-0.00536"
"467.53000","-0.98998","-0.00528"
"467.63000","-0.98998","-0.00541"
"467.73000","-0.98998","-0.00532"
"467.83000","-0.98998","-0.00522"
"467.93000","-0.98998","-0.00528"
"468.03000","-0.98998","-0.00531"
"468.13000","-0.98998","-0.00532"
"468.23000","-0.98998","-0.00533"
"468.33000","-0.98998","-0.00528"
"468.43000","-0.98998","-0.00521"
"468.53000","-0.98998","-0.00516"
"468.63000","-0.98998","-0.00522"
"468.73000","-0.98998","-0.00536"
"468.83000","-0.98998","-0.00539"
"468.93000","-0.98998","-0.00546"
"469.03000","-0.98998","-0.00528"
"469.13000","-0.98998","-0.00533"
"469.23000","-0.98998","-0.00532"
"469.33000","-0.98998","-0.00531"
"469.43000","-0.98998","-0.00540"
"469.53000","-0.98998","-0.00536"
"469.63000","-0.98998","-0.00537"
"469.73000","-0.98998","-0.00527"
"469.83000","-0.98998","-0.00524"
"469.93000","-0.98998","-0.00533"
"470.03000","-0.98998","-0.00527"
"470.13000","-0.98998","-0.00544"
"470.23000","-0.98998","-0.00530"
"470.33000","-0.98998","-0.00534"
"470.43000","-0.98998","-0.00532"
"470.53000","-0.98998","-0.00535"
"470.63000","-0.98998","-0.00535"
"470.73000","-0.98998","-0.00527"
"470.83000","-0.98998","-0.00540"
"470.93000","-0.98998","-0.00534"
"471.03000","-0.98998","-0.00536"
"471.13000","-0.98998","-0.00538"
"471.23000","-0.98998","-0.00525"
"471.33000","-0.98998","-0.00523"
"471.43000","-0.98998","-0.00537"
"471.53000","-0.98998","-0.00538"
"471.63000","-0.98998","-0.00529"
"471.73000","-0.98998","-0.00521"
"471.83000","-0.98998","-0.00520"
"471.93000","-0.98998","-0.00528"
"472.03000","-0.98998","-0.00534"
"472.13000","-0.98998","-0.00533"
"472.23000","-0.98998","-0.00531"
"472.33000","-0.98998","-0.00525"
"472.43000","-0.98998","-0.00529"
"472.53000","-0.98998","-0.00516"
"472.63000","-0.98998","-0.00521"
"472.73000","-0.98998","-0.00527"
"472.83000","-0.98998","-0.00534"
"472.93000","-0.98998","-0.00540"
"473.03000","-0.98998","-0.00524"
"473.13000","-0.98998","-0.00518"
"473.23000","-0.98998","-0.00523"
"473.33000","-0.98998","-0.00522"
"473.43000","-0.98998","-0.00528"
"473.53000","-0.98998","-0.00524"
"473.63000","-0.98998","-0.00525"
"473.73000","-0.98998","-0.00517"
"473.83000","-0.98998","-0.00535"
"473.93000","-0.98998","-0.00527"
"474.03000","-0.98998","-0.00524"
"474.13000","-0.98998","-0.00525"
"474.23000","-0.98998","-0.00527"
"474.33000","-0.98998","-0.00526"
"474.43000","-0.98998","-0.00532"
"474.53000","-0.98998","-0.00516"
"474.63000","-0.98998","-0.00519"
"474.73000","-0.98998","-0.00535"
"474.83000","-0.98998","-0.00535"
"474.93000","-0.98998","-0.00528"
"475.03000","-0.98998","-0.00511"
"475.13000","-0.98998","-0.00524"
"475.23000","-0.98998","-0.00530"
"475.33000","-0.98998","-0.00529"
"475.43000","-0.98998","-0.00530"
"475.53000","-0.98998","-0.00528"
"475.63000","-0.98998","-0.00520"
"475.73000","-0.98998","-0.00527"
"475.83000","-0.98998","-0.00523"
"475.93000","-0.98998","-0.00519"
"476.03000","-0.98998","-0.00527"
"476.13000","-0.98998","-0.00527"
"476.23000","-0.98998","-0.00531"
"476.33000","-0.98998","-0.00531"
"476.43000","-0.98998","-0.00520"
"476.53000","-0.98998","-0.00521"
"476.63000","-0.98998","-0.00522"
"476.73000","-0.98998","-0.00533"
"476.83000","-0.98998","-0.00532"
"476.93000","-0.98998","-0.00526"
"477.03000","-0.98998","-0.00516"
"477.13000","-0.98998","-0.00515"
"477.23000","-0.98998","-0.00532"
"477.33000","-0.98998","-0.00524"
"477.43000","-0.98998","-0.00533"
"477.53000","-0.98998","-0.00520"
"477.63000","-0.98998","-0.00521"
"477.73000","-0.98998","-0.00524"
"477.83000","-0.98998","-0.00521"
"477.93000","-0.98998","-0.00525"
"478.03000","-0.98998","-0.00526"
"478.13000","-0.98998","-0.00532"
"478.23000","-0.98998","-0.00519"
"478.33000","-0.98998","-0.00519"
"478.43000","-0.98998","-0.00517"
"478.53000","-0.98998","-0.00526"
"478.63000","-0.98998","-0.00531"
"478.73000","-0.98998","-0.00524"
"478.83000","-0.98998","-0.00521"
"478.93000","-0.98998","-0.00508"
"479.03000","-0.98998","-0.00523"
"479.13000","-0.98998","-0.00515"
"479.23000","-0.98998","-0.00522"
"479.33000","-0.98998","-0.00510"
"479.43000","-0.98998","-0.00521"
"479.53000","-0.98998","-0.00519"
"479.63000","-0.98998","-0.00505"
"479.73000","-0.98998","-0.00504"
"479.83000","-0.98998","-0.00507"
"479.93000","-0.98998","-0.00528"
"480.03000","-0.98998","-0.00516"
"480.13000","-0.98998","-0.00514"
"480.23000","-0.98998","-0.00497"
"480.33000","-0.98998","-0.00503"
"480.43000","-0.98998","-0.00517"
"480.53000","-0.98998","-0.00515"
"480.63000","-0.98998","-0.00521"
"480.73000","-0.98998","-0.00507"
"480.83000","-0.98998","-0.00527"
"480.93000","-0.98998","-0.00517"
"481.03000","-0.98998","-0.00516"
"481.13000","-0.98998","-0.00521"
"481.23000","-0.98998","-0.00530"
"481.33000","-0.98998","-0.00527"
"481.43000","-0.98998","-0.00517"
"481.53000","-0.98998","-0.00523"
"481.63000","-0.98998","-0.00514"
"481.73000","-0.98998","-0.00518"
"481.83000","-0.98998","-0.00521"
"481.93000","-0.98998","-0.00528"
"482.03000","-0.98998","-0.00517"
"482.13000","-0.98998","-0.00517"
"482.23000","-0.98998","-0.00527"
"482.33000","-0.98998","-0.00521"
"482.43000","-0.98998","-0.00529"
"482.53000","-0.98998","-0.00517"
"482.63000","-0.98998","-0.00517"
"482.73000","-0.98998","-0.00516"
"482.83000","-0.98998","-0.00519"
"482.93000","-0.98998","-0.00512"
"483.03000","-0.98998","-0.00503"
"483.13000","-0.98998","-0.00512"
"483.23000","-0.98998","-0.00525"
"483.33000","-0.98998","-0.00528"
"483.43000","-0.98998","-0.00521"
"483.53000","-0.98998","-0.00514"
"483.63000","-0.98998","-0.00510"
"483.73000","-0.98998","-0.00515"
"483.83000","-0.98998","-0.00512"
"483.93000","-0.98998","-0.00528"
"484.03000","-0.98998","-0.00513"
"484.13000","-0.98998","-0.00522"
"484.23000","-0.98998","-0.00508"
"484.33000","-0.98998","-0.00515"
"484.43000","-0.98998","-0.00506"
"484.53000","-0.98998","-0.00502"
"484.63000","-0.98998","-0.00513"
"484.73000","-0.98998","-0.00525"
"484.83000","-0.98998","-0.00527"
